Time, GyroscopeX, GyroscopeY, GyroscopeZ 
3.431578947368421, -0.14, -0.166, 2.956
3.442105263157895, -0.14, 0.021, 2.705
3.4526315789473685, -0.07, 0.422, 2.847
3.463157894736842, -0.21, 0.446, 2.709
3.473684210526316, 0.0, 0.686, 2.964
3.4842105263157896, 0.0, 0.71, 2.826
3.4947368421052634, 0.14, 0.641, 2.814
3.5052631578947366, 0.56, 0.479, 2.928
3.5157894736842104, 0.7, 0.459, 2.64
3.526315789473684, 0.49, 0.183, 2.591
3.536842105263158, 0.49, 0.15, 2.372
3.5473684210526315, 0.63, 0.357, 2.409
3.557894736842105, 1.05, 0.171, 2.66
3.568421052631579, 1.4, 0.207, 2.453
3.5789473684210527, 1.26, 0.057, 2.498
3.5894736842105264, 1.4, 0.219, 2.384
3.6, 1.33, 0.341, 2.903
3.610526315789474, 1.26, 0.215, 2.81
3.6210526315789475, 0.98, 0.077, 2.786
3.6315789473684212, 0.84, 0.008, 2.774
3.642105263157895, 0.42, -0.06, 2.761
3.6526315789473682, 0.49, 0.122, 2.936
3.663157894736842, 0.63, 0.077, 2.786
3.6736842105263157, 0.42, 0.057, 2.498
3.6842105263157894, 0.42, 0.207, 2.453
3.694736842105263, 0.42, 0.3, 2.328
3.705263157894737, 0.42, 0.24, 2.672
3.7157894736842105, 0.14, 0.426, 2.421
3.7263157894736842, 0.21, 0.227, 2.741
3.736842105263158, 0.07, 0.248, 3.029
3.7473684210526317, -0.14, 0.138, 3.649
3.7578947368421054, 0.0, 0.001, 3.625
3.768421052631579, 0.21, 0.106, 3.431
3.778947368421053, 0.28, 0.053, 2.924
3.789473684210526, 0.21, 0.191, 2.948
3.8, 0.21, 0.296, 2.753
3.8105263157894735, 0.35, 0.309, 2.684
3.8210526315789473, 0.14, 0.264, 2.534
3.831578947368421, -0.14, 0.734, 2.688
3.8421052631578947, -0.07, 0.665, 2.676
3.8526315789473684, 0.07, 0.629, 2.883
3.863157894736842, -0.07, 0.803, 2.701
3.873684210526316, 0.0, 0.621, 2.526
3.8842105263157896, 0.0, 0.714, 2.4
3.8947368421052633, -0.07, 0.714, 2.4
3.905263157894737, 0.0, 0.726, 2.332
3.9157894736842107, 0.14, 0.746, 2.619
3.9263157894736844, -0.07, 0.714, 2.4
3.9368421052631577, -0.14, 0.901, 2.149
3.9473684210526314, -0.21, 0.714, 2.4
3.957894736842105, -0.35, 0.702, 2.469
3.968421052631579, -0.35, 0.949, 1.873
3.9789473684210526, -0.42, 0.763, 2.125
3.9894736842105263, -0.35, 0.71, 2.826
4.0, -0.35, 0.686, 2.964
4.010526315789473, -0.35, 0.734, 2.688
4.021052631578947, -0.35, 1.047, 2.53
4.031578947368421, -0.28, 1.233, 2.279
4.042105263157895, -0.14, 0.982, 2.092
4.052631578947368, -0.28, 0.901, 2.149
4.063157894736842, -0.35, 0.876, 2.287
4.073684210526316, -0.28, 0.961, 1.804
4.08421052631579, -0.35, 0.75, 2.194
4.094736842105263, -0.7, 0.6, 2.238
4.105263157894737, -0.56, 1.002, 2.38
4.11578947368421, -0.63, 0.803, 2.701
4.126315789473685, -0.7, 0.84, 2.494
4.136842105263158, -0.77, 0.836, 2.919
4.147368421052631, -0.91, 0.455, 3.066
4.157894736842105, -0.91, 0.041, 2.993
4.168421052631579, -0.77, 0.065, 2.855
4.178947368421053, -0.84, 0.021, 2.705
4.189473684210526, -0.77, 0.171, 2.66
4.2, -0.63, 0.183, 2.591
4.2105263157894735, -0.42, 0.114, 2.579
4.221052631578948, -0.14, 0.365, 2.765
4.231578947368421, -0.14, 0.467, 2.997
4.242105263157895, -0.07, 0.341, 2.903
4.252631578947368, 0.07, 0.584, 2.733
4.2631578947368425, 0.07, 0.576, 2.376
4.273684210526316, 0.07, 0.807, 2.275
4.28421052631579, 0.07, 1.107, 2.185
4.294736842105263, 0.07, 1.132, 2.048
4.3052631578947365, 0.0, 0.937, 1.942
4.315789473684211, -0.14, 1.164, 2.267
4.326315789473684, 0.07, 1.152, 2.336
4.336842105263158, 0.07, 1.188, 2.129
4.347368421052631, 0.07, 1.387, 1.808
4.3578947368421055, 0.07, 1.805, 1.455
4.368421052631579, 0.07, 1.626, 2.064
4.378947368421053, 0.0, 1.663, 1.857
4.389473684210526, -0.07, 1.501, 1.971
4.4, -0.21, 1.797, 2.307
4.410526315789474, -0.21, 1.521, 2.258
4.421052631578948, -0.21, 1.845, 2.031
4.431578947368421, -0.49, 1.399, 1.739
4.442105263157894, -0.21, 1.549, 1.695
4.4526315789473685, -0.35, 1.951, 1.837
4.463157894736842, -0.28, 1.894, 1.756
4.473684210526316, -0.21, 1.801, 1.881
4.484210526315789, -0.07, 1.776, 2.019
4.494736842105263, 0.14, 2.007, 1.918
4.505263157894737, 0.21, 1.744, 1.8
4.515789473684211, 0.0, 1.744, 1.8
4.526315789473684, 0.14, 1.574, 1.557
4.536842105263158, 0.07, 1.525, 1.833
4.5473684210526315, -0.07, 1.57, 1.983
4.557894736842106, 0.07, 1.878, 2.25
4.568421052631579, 0.07, 1.821, 2.169
4.578947368421052, -0.07, 1.902, 2.112
4.589473684210526, 0.0, 1.971, 2.125
4.6, -0.07, 2.158, 1.873
4.610526315789474, -0.07, 1.947, 2.262
4.621052631578947, -0.21, 1.87, 1.893
4.631578947368421, -0.07, 1.707, 2.007
4.6421052631578945, 0.14, 1.302, 2.291
4.652631578947369, 0.14, 1.221, 2.348
4.663157894736842, 0.14, 0.986, 2.875
4.673684210526316, 0.56, 0.678, 2.607
4.684210526315789, 0.42, 0.937, 1.942
4.6947368421052635, 0.42, 1.172, 1.415
4.705263157894737, 0.21, 0.937, 1.942
4.71578947368421, 0.14, 0.844, 2.068
4.726315789473684, 0.21, 0.986, 1.666
4.7368421052631575, 0.0, 0.949, 1.873
4.747368421052632, -0.14, 1.456, 1.82
4.757894736842105, -0.35, 1.444, 1.889
4.768421052631579, -0.21, 0.986, 1.666
4.778947368421052, -0.28, 1.18, 1.772
4.7894736842105265, -0.14, 1.249, 1.784
4.8, 0.0, 1.03, 1.816
4.810526315789474, -0.14, 1.286, 1.577
4.821052631578947, -0.14, 1.075, 1.967
4.831578947368421, 0.0, 1.192, 1.703
4.842105263157895, 0.07, 1.123, 1.691
4.852631578947369, 0.07, 1.034, 1.391
4.863157894736842, 0.0, 1.322, 1.37
4.873684210526315, 0.07, 1.322, 1.37
4.88421052631579, 0.21, 1.529, 1.407
4.894736842105263, 0.0, 1.407, 2.096
4.905263157894737, 0.07, 1.209, 2.417
4.91578947368421, 0.0, 1.059, 2.461
4.926315789473684, -0.07, 0.921, 2.437
4.936842105263158, 0.07, 1.318, 1.796
4.947368421052632, 0.14, 1.444, 1.889
4.957894736842105, 0.14, 1.192, 1.703
4.968421052631579, 0.07, 1.03, 1.816
4.978947368421053, 0.21, 0.75, 2.194
4.989473684210527, 0.28, 0.763, 2.125
5.0, 0.28, 0.738, 2.263
5.010526315789473, 0.14, 0.795, 2.344
5.021052631578947, 0.07, 1.095, 2.254
5.031578947368421, 0.0, 1.322, 2.579
5.042105263157895, -0.35, 1.128, 2.473
5.052631578947368, -0.21, 0.734, 2.688
5.063157894736842, -0.28, 0.791, 2.769
5.073684210526316, -0.14, 0.641, 2.814
5.08421052631579, -0.42, 0.446, 2.709
5.094736842105263, -0.7, 0.138, 2.441
5.105263157894737, -0.21, 0.45, 2.283
5.11578947368421, -0.07, 0.6, 2.238
5.126315789473685, -0.42, 0.532, 2.226
5.136842105263158, -0.07, 0.645, 2.388
5.147368421052631, -0.14, 1.152, 2.336
5.157894736842105, 0.0, 1.371, 2.303
5.168421052631579, -0.07, 1.371, 2.303
5.178947368421053, -0.14, 1.845, 2.031
5.189473684210526, -0.07, 2.32, 1.76
5.2, -0.07, 2.689, 1.682
5.2105263157894735, -0.14, 2.948, 2.226
5.221052631578948, 0.0, 3.029, 2.169
5.231578947368421, -0.21, 3.078, 1.893
5.242105263157895, -0.35, 3.402, 1.666
5.252631578947368, -0.35, 3.642, 1.922
5.2631578947368425, -0.28, 3.759, 1.658
5.273684210526316, -0.21, 3.54, 1.69
5.28421052631579, -0.28, 3.978, 1.625
5.294736842105263, -0.21, 3.804, 1.808
5.3052631578947365, -0.07, 3.232, 1.423
5.315789473684211, -0.14, 2.336, 1.265
5.326315789473684, -0.35, 1.565, 1.2
5.336842105263158, 0.0, 1.334, 1.301
5.347368421052631, 0.0, 1.367, 1.52
5.3578947368421055, 0.07, 1.217, 1.565
5.368421052631579, 0.07, 1.606, 1.776
5.378947368421053, -0.14, 1.488, 2.039
5.389473684210526, -0.35, 1.29, 2.36
5.4, -0.07, 1.152, 2.336
5.410526315789474, -0.07, 0.795, 2.344
5.421052631578948, 0.0, 0.84, 2.494
5.431578947368421, 0.14, 0.759, 2.55
5.442105263157894, 0.0, 0.795, 2.344
5.4526315789473685, 0.14, 0.653, 2.745
5.463157894736842, 0.14, 0.678, 2.607
5.473684210526316, -0.07, 0.584, 2.733
5.484210526315789, -0.21, 0.592, 3.09
5.494736842105263, -0.14, 0.317, 3.041
5.505263157894737, 0.07, 0.418, 3.272
5.515789473684211, -0.07, 0.43, 3.203
5.526315789473684, -0.21, 0.142, 3.224
5.536842105263158, -0.14, 0.471, 2.571
5.5473684210526315, 0.0, 0.584, 2.733
5.557894736842106, 0.0, 0.422, 2.847
5.568421052631579, -0.21, 0.073, 3.212
5.578947368421052, -0.21, 0.159, 2.729
5.589473684210526, -0.14, 0.183, 2.591
5.6, -0.21, 0.11, 3.005
5.610526315789474, -0.14, 0.329, 2.972
5.621052631578947, 0.07, 0.446, 2.709
5.631578947368421, 0.14, 0.544, 2.157
5.6421052631578945, 0.21, 0.613, 2.169
5.652631578947369, 0.28, 0.982, 2.092
5.663157894736842, 0.35, 0.945, 2.299
5.673684210526316, 0.07, 0.645, 2.388
5.684210526315789, 0.0, 0.69, 2.538
5.6947368421052635, -0.21, 1.209, 2.417
5.705263157894737, -0.14, 0.921, 2.437
5.71578947368421, -0.21, 0.957, 2.23
5.726315789473684, -0.07, 0.888, 2.218
5.7368421052631575, -0.21, 0.876, 2.287
5.747368421052632, -0.07, 1.063, 2.035
5.757894736842105, -0.07, 1.014, 2.311
5.768421052631579, 0.0, 1.338, 2.084
5.778947368421052, 0.0, 1.407, 2.096
5.7894736842105265, 0.14, 1.728, 2.295
5.8, 0.07, 1.878, 2.25
5.810526315789474, 0.0, 1.683, 2.145
5.821052631578947, -0.07, 1.789, 1.95
5.831578947368421, -0.14, 1.497, 2.396
5.842105263157895, -0.21, 1.034, 2.599
5.852631578947369, -0.35, 0.674, 3.033
5.863157894736842, -0.35, 0.54, 2.583
5.873684210526315, -0.42, 0.641, 2.814
5.88421052631579, -0.56, 0.296, 2.753
5.894736842105263, -0.77, 0.377, 2.697
5.905263157894737, -0.56, 0.021, 2.705
5.91578947368421, -0.56, 0.077, 2.786
5.926315789473684, -0.42, 0.455, 3.066
5.936842105263158, -0.28, 0.536, 3.009
5.947368421052632, -0.42, 1.051, 3.313
5.957894736842105, -0.42, 0.949, 3.082
5.968421052631579, -0.35, 1.18, 2.98
5.978947368421053, -0.42, 1.513, 3.11
5.989473684210527, -0.49, 1.582, 3.122
6.0, -0.49, 1.708, 3.215
6.010526315789473, -0.56, 1.849, 2.814
6.021052631578947, -0.42, 2.17, 3.013
6.031578947368421, -0.21, 2.227, 3.094
6.042105263157895, -0.28, 2.733, 3.041
6.052631578947368, -0.35, 2.863, 2.708
6.063157894736842, -0.21, 2.701, 2.822
6.073684210526316, 0.0, 3.163, 2.619
6.08421052631579, -0.14, 3.334, 2.862
6.094736842105263, -0.07, 3.313, 2.574
6.105263157894737, 0.0, 3.05, 2.457
6.11578947368421, 0.21, 3.257, 2.493
6.126315789473685, 0.28, 3.042, 2.1
6.136842105263158, 0.21, 2.847, 1.995
6.147368421052631, 0.35, 2.904, 2.076
6.157894736842105, 0.07, 2.75, 2.546
6.168421052631579, -0.07, 2.498, 2.36
6.178947368421053, -0.07, 2.51, 2.291
6.189473684210526, -0.07, 2.072, 2.356
6.2, -0.07, 1.898, 2.538
6.2105263157894735, -0.14, 1.805, 2.664
6.221052631578948, -0.35, 1.059, 2.461
6.231578947368421, -0.49, 0.888, 2.218
6.242105263157895, -0.63, 0.84, 2.494
6.252631578947368, -0.42, 0.665, 2.676
6.2631578947368425, -0.63, 0.54, 2.583
6.273684210526316, -0.84, 0.252, 2.603
6.28421052631579, -0.7, 0.134, 2.867
6.294736842105263, -0.77, 0.179, 3.017
